Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Sur, Sanjoli",56906706200,5,"Biochemistry, Genetics and Molecular Biology
Medicine
Engineering
Pharmacology, Toxicology and Pharmaceutics
",,
"Suresh, S.",7103106149,5,"Engineering
Decision Sciences
",,
"Szot, Andrew",57223233772,5,"Computer Science
Mathematics
",,
"Taborga Claure, Micaela",56845747500,5,"Chemical Engineering
Chemistry
Engineering
Materials Science
",,
"Talat Odman, M.",11739229700,5,"Environmental Science
Earth and Planetary Sciences
",,
"Talley, Diana N.",16643553800,5,"Engineering
Earth and Planetary Sciences
Environmental Science
",,
"Tandon, Raghav",57222072524,5,"Biochemistry, Genetics and Molecular Biology
Medicine
Neuroscience
Mathematics
Agricultural and Biological Sciences
Computer Science
Psychology
",,
"Tang, Kevin Xu",57220030723,5,"Computer Science
Mathematics
",,
"Tang, Zhong",55244714200,5,"Physics and Astronomy
",,
"Tayebi, A.",7003694694,5,"Materials Science
Agricultural and Biological Sciences
Engineering
",,
"Temmar, Hisham",57218249442,5,"Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
Engineering
Physics and Astronomy
Immunology and Microbiology
Chemistry
",,
"Teng, Dieh",47962634900,5,"Physics and Astronomy
Materials Science
Chemistry
Chemical Engineering
",,
"Testa, Nicholas D.",55634935200,5,"Biochemistry, Genetics and Molecular Biology
Environmental Science
Agricultural and Biological Sciences
Medicine
Immunology and Microbiology
Multidisciplinary
",,
"Thajchayapong, Montakan",16176633900,5,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Medicine
Neuroscience
",,
"Thakkar, Mohini",55541884300,5,"Computer Science
Mathematics
Social Sciences
Business, Management and Accounting
",,
"Thakkar, Vijay",57210185560,5,"Computer Science
Arts and Humanities
",,
"Thatcher, Travis",35178555300,5,"Computer Science
Engineering
Arts and Humanities
Physics and Astronomy
",,
"Thomas, Susan M.",7404653914,5,"Chemistry
Earth and Planetary Sciences
Materials Science
Environmental Science
Energy
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",,
"Thorell, Nikolaus",57148209300,5,"Engineering
Environmental Science
",,
"Ting-Shun Wang, James T.",24553392500,5,"Engineering
",,
"Tong, Yanjie",57194564952,5,"Engineering
Mathematics
Computer Science
",,
"Topliff, Charles A.",57207820106,5,"Computer Science
Engineering
Physics and Astronomy
Earth and Planetary Sciences
",,
"Toroghi, Shahaboddin Hashemi",56523087700,5,"Engineering
Computer Science
Energy
Arts and Humanities
Earth and Planetary Sciences
Environmental Science
",,
"Toteva, Tatiana",23111619500,5,"Earth and Planetary Sciences
Environmental Science
Engineering
",,
"Trampe, Diane Mark",6506292460,5,"Chemical Engineering
Chemistry
Environmental Science
Materials Science
Biochemistry, Genetics and Molecular Biology
Engineering
",,
"Türkdoǧru, Nurkan",6506529209,5,"Engineering
Physics and Astronomy
",,
"Turnage, Katherine C.",54782057400,5,"Biochemistry, Genetics and Molecular Biology
Medicine
",,
"Ulyanin, Stepan V.",57204908818,5,"Engineering
Mathematics
Social Sciences
Computer Science
Physics and Astronomy
Energy
",,
"Umana, Aniemi",56022118300,5,"Energy
Engineering
",,
"Upton, Eric G.",55591799100,5,"Engineering
Environmental Science
Physics and Astronomy
",,
"Vaccarella, C. D.",6602909249,5,"Physics and Astronomy
Materials Science
",,
"Valayil, Jinu Mathew",56717644600,5,"Pharmacology, Toxicology and Pharmaceutics
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",,
"Valentine, G. Edward",57213682418,5,"Engineering
Chemical Engineering
Chemistry
",,
"Vallace, Anthony",57219773305,5,"Materials Science
Chemistry
Engineering
Energy
Chemical Engineering
Physics and Astronomy
Environmental Science
",,
"Vanderhyde, James",6507087720,5,"Computer Science
Engineering
Mathematics
Agricultural and Biological Sciences
",,
"Vegh, Russell B.",48061561100,5,"Materials Science
Chemistry
Chemical Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
",,
"Vithayaveroj, Viriya",6507342915,5,"Environmental Science
Chemical Engineering
Chemistry
Physics and Astronomy
Materials Science
Engineering
",,
"Vlachy, Jan",57193540153,5,"Medicine
Business, Management and Accounting
Decision Sciences
Engineering
",,
"Vohra, S.",7006667712,5,"Materials Science
Engineering
Physics and Astronomy
Chemical Engineering
Chemistry
",,
"Wade, Joshua",57210468153,5,"Computer Science
Engineering
Mathematics
Medicine
",,
"Walker, Brian",35732426700,5,"Materials Science
Physics and Astronomy
Engineering
Mathematics
Computer Science
Medicine
",,
"Walker, Jonathan A.",24407388600,5,"Engineering
Energy
Earth and Planetary Sciences
Physics and Astronomy
",,
"Walsh, Bryan P.",7202294970,5,"Energy
Engineering
Physics and Astronomy
Chemical Engineering
Chemistry
",,
"Walsh, Zach W.",57219757087,5,"Mathematics
Computer Science
",,
"Walton, Jesse D.",57213370097,5,"Materials Science
",,
"Wang, Chaojie",57208425022,5,"Engineering
Social Sciences
Chemical Engineering
Physics and Astronomy
Materials Science
Decision Sciences
Computer Science
",,
"Wang, Huayi",57219007924,5,"Computer Science
",,
"Wang, Jinjun",14049578700,5,"Environmental Science
Business, Management and Accounting
Decision Sciences
Engineering
Social Sciences
Computer Science
",,
"Wang, Pei",57405785400,5,"Environmental Science
Engineering
Chemistry
",,
"Wang, Tiffany W.",56135461600,5,"Biochemistry, Genetics and Molecular Biology
Medicine
Materials Science
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Agricultural and Biological Sciences
Engineering
",,
"Wang, Yuanbo",57192958092,5,"Computer Science
Engineering
Medicine
Mathematics
Decision Sciences
",,
"Ward, Donald J.",57205626138,5,"Computer Science
Engineering
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Medicine
",,
"Warner, Michael S.",57197978294,5,"Engineering
Mathematics
Physics and Astronomy
Computer Science
",,
"Warren, Matthew M.",57201361950,5,"Engineering
Energy
Computer Science
",,
"Waters, James T.",55840529300,5,"Materials Science
Physics and Astronomy
Chemistry
Mathematics
",,
"Waters, Robert",57197159331,5,"Engineering
Computer Science
Agricultural and Biological Sciences
Business, Management and Accounting
",,
"Watstein, Daniel M.",56784274100,5,"Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Immunology and Microbiology
Engineering
Energy
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
",,
"Weagley, Daniel",57060411100,5,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Weaver, Dan",57214630963,5,"Materials Science
Physics and Astronomy
Energy
Chemistry
Engineering
",,
"Wei, Wenbin",57192540057,5,"Biochemistry, Genetics and Molecular Biology
Materials Science
Chemistry
Physics and Astronomy
Engineering
",,
"Weikel, Ross R.",8138821700,5,"Materials Science
Chemical Engineering
Environmental Science
Chemistry
Engineering
",,
"Welder, Catherine O.",6506025168,5,"Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
",,
"Wellman, Robert Donald",36134110800,5,"Computer Science
Engineering
Social Sciences
Mathematics
",,
"Wells, Grant",15758524700,5,"Engineering
",,
"Wen, Jiajie",57221327269,5,"Engineering
Energy
Physics and Astronomy
Social Sciences
",,
"Whalen, Peter",46462265200,5,"Mathematics
Computer Science
",,
"Wheeler, Christy",7202505364,5,"Chemistry
Materials Science
Chemical Engineering
Environmental Science
",0000-0003-0172-7212,
"Wheeler, Mark L.",7403129013,5,"Engineering
Physics and Astronomy
Earth and Planetary Sciences
Computer Science
",,
"White, Jason M.",57193808288,5,"Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
",,
"Wilbur, Isaac C.",57204108037,5,"Engineering
Computer Science
",,
"Wilkerson, Patrick W.",57225278077,5,"Engineering
Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Wilks, Broderick R.",6508388786,5,"Materials Science
",,
"Williams, Corey W.",56457057900,5,"Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemical Engineering
",,
"Wills, Brian",7006141230,5,"Computer Science
Psychology
Medicine
Social Sciences
",,
"Wilson, Jenna L.",55555150300,5,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Chemical Engineering
Engineering
Medicine
",,
"Wingo, Bruce",57219432727,5,"Engineering
Computer Science
Mathematics
",,
"Winter, Thomas C.",57192079789,5,"Physics and Astronomy
Engineering
Materials Science
Energy
",,
"Womack, Jon",57213196170,5,"Computer Science
Mathematics
Physics and Astronomy
",,
"Woo, Seokkyun",57193576172,5,"Business, Management and Accounting
Social Sciences
Engineering
Environmental Science
Decision Sciences
Psychology
",,
"Wright, Katherine Blair",56105441000,5,"Social Sciences
Engineering
Computer Science
Arts and Humanities
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Psychology
Neuroscience
",,
"Wright, Lance R.",15620588800,5,"Chemistry
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Physics and Astronomy
",,
"Wu, Dongnan",7404297048,5,"Engineering
Mathematics
Computer Science
Physics and Astronomy
Decision Sciences
",,
"Wu, Jaili",7409253913,5,"Materials Science
Engineering
",,
"Wu, Tung L.",7404815399,5,"Environmental Science
Agricultural and Biological Sciences
Earth and Planetary Sciences
Pharmacology, Toxicology and Pharmaceutics
",,
"Wu, Yihan",57194544185,5,"Energy
Environmental Science
Engineering
Materials Science
Arts and Humanities
Chemical Engineering
Social Sciences
Computer Science
",,
"Wyatt, Timothy Robert",7102910726,5,"Engineering
Computer Science
Social Sciences
",,
"Wylegala, Tom B.",6506173997,5,"Computer Science
Engineering
Physics and Astronomy
Business, Management and Accounting
Decision Sciences
",,
"Xia, Ying H.",24492649300,5,"Computer Science
Mathematics
Engineering
Decision Sciences
",,
"Xiang, Shu",45261749100,5,"Engineering
Materials Science
Physics and Astronomy
",,
"Xie, Kaige",57215721212,5,"Computer Science
Mathematics
Arts and Humanities
Social Sciences
",,
"Xie, Liqin",57208698830,5,"Medicine
Engineering
Materials Science
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Immunology and Microbiology
",,
"Xie, Wanxia",8558651100,5,"Computer Science
Mathematics
Biochemistry, Genetics and Molecular Biology
Engineering
",,
"Xie, Xiaofeng",36785941200,5,"Chemical Engineering
Chemistry
Materials Science
Environmental Science
",,
"Ximenes, Pablo",15137781800,5,"Computer Science
Engineering
Social Sciences
Multidisciplinary
Mathematics
",,
"Xing, Jack Linzhou",57216540294,5,"Social Sciences
Business, Management and Accounting
Environmental Science
Decision Sciences
",,
"Xing, Nan",57192202884,5,"Engineering
Computer Science
Materials Science
",,
"Xu, J.",57196732560,5,"Materials Science
",,
"Xu, Li",56142119100,5,"Engineering
Mathematics
Energy
Economics, Econometrics and Finance
",,
"Xu, Wenjun",56120530100,5,"Engineering
Materials Science
Physics and Astronomy
Chemistry
Computer Science
",,
"Xu, Yanbo",57207020937,5,"Computer Science
",,
"Xue, Qiuyue",57193318714,5,"Computer Science
Social Sciences
",,
"Yan, Wenchang",8389292300,5,"Computer Science
Mathematics
Engineering
Biochemistry, Genetics and Molecular Biology
",,
"Yan, Yu",57192391962,5,"Chemical Engineering
Chemistry
Energy
Materials Science
Engineering
",,
"Yang, Chientung",56176065000,5,"Engineering
Mathematics
Computer Science
",,
"Yang, Donghoon",56114388500,5,"Engineering
Computer Science
Mathematics
Materials Science
",,
"Yang, Fan",9232659100,5,"Materials Science
Engineering
Chemical Engineering
",,
"Yang, Ning",57219793463,5,"Computer Science
Engineering
Physics and Astronomy
Arts and Humanities
Mathematics
",,
"Yang, Ping",56043880700,5,"Engineering
Earth and Planetary Sciences
Physics and Astronomy
",,
"Yang, Taehwan",56422852200,5,"Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Physics and Astronomy
Chemistry
Medicine
",0000-0002-3320-9500,
"Yanni, David",57200188675,5,"Medicine
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Neuroscience
Agricultural and Biological Sciences
Mathematics
",,
"Yao, Yulian",57218379849,5,"Materials Science
Engineering
Physics and Astronomy
Chemistry
",,
"Yau, Cheukchung",15622662500,5,"Chemistry
Chemical Engineering
",,
"Yee, Soungryong",7101945083,5,"Engineering
Decision Sciences
Mathematics
Computer Science
Physics and Astronomy
Materials Science
Business, Management and Accounting
",,
"Yeh, David",57202498756,5,"Energy
Materials Science
Chemistry
Physics and Astronomy
Chemical Engineering
",,
"Yeh, H. W.",58394639200,5,"Environmental Science
Earth and Planetary Sciences
",,
"Yehorova, Dariia",57202300796,5,"Physics and Astronomy
Chemistry
Materials Science
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Medicine
",,
"Yenamandra, Sriram",57226106836,5,"Computer Science
Engineering
Mathematics
Medicine
",,
"Yeo, Sungkap",48161712600,5,"Computer Science
Engineering
",,
"Yoon, Hobin",55307952800,5,"Computer Science
Engineering
Decision Sciences
Mathematics
",,
"Yoon, Young-hee",57489731600,5,"Chemistry
Materials Science
Chemical Engineering
Medicine
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
",,
"You, Danning",8232348200,5,"Engineering
Energy
Earth and Planetary Sciences
Chemical Engineering
Chemistry
",,
"Young, James J.",15836193700,5,"Engineering
Earth and Planetary Sciences
Mathematics
",,
"Yu, George Y.",17436573700,5,"Physics and Astronomy
Engineering
Chemistry
",,
"Yu, Hong",55838309700,5,"Computer Science
Arts and Humanities
Engineering
",,
"Yu, Jiyao",57191746768,5,"Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Medicine
",0000-0002-7353-2855,
"Yu, Tao",57219749639,5,"Mathematics
Physics and Astronomy
Computer Science
",,
"Yuan, Xiaofan",57196740980,5,"Mathematics
Computer Science
",,
"Zahray, Lisa",57219789886,5,"Computer Science
Neuroscience
Arts and Humanities
Physics and Astronomy
Social Sciences
Engineering
Psychology
",,
"Zaiko, Edward J.",6504816986,5,"Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
",,
"Zamani-Dahaj, Seyed Alireza",57194869241,5,"Biochemistry, Genetics and Molecular Biology
Medicine
Agricultural and Biological Sciences
Immunology and Microbiology
Multidisciplinary
Neuroscience
",,
"Zaveri, Jesal",35794756800,5,"Engineering
Materials Science
Physics and Astronomy
Mathematics
Computer Science
",,
"Zeng, Yunlin",57220636794,5,"Physics and Astronomy
Earth and Planetary Sciences
",,
"Zhai, Haoyan",57207110156,5,"Computer Science
Engineering
Environmental Science
Physics and Astronomy
Earth and Planetary Sciences
Decision Sciences
",,
"Zhang, Andi",43261925500,5,"Environmental Science
Agricultural and Biological Sciences
Engineering
Earth and Planetary Sciences
",,
"Zhang, Bingqing",57224213248,5,"Environmental Science
Chemistry
Energy
Chemical Engineering
Earth and Planetary Sciences
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Medicine
",0000-0002-8478-2016,
"Zhang, Feifei",55372927300,5,"Biochemistry, Genetics and Molecular Biology
Materials Science
Chemistry
Chemical Engineering
",,
"Zhang, Hong",55685479000,5,"Engineering
Social Sciences
",,
"Zhang, Jiahui",57218697143,5,"Biochemistry, Genetics and Molecular Biology
Materials Science
Immunology and Microbiology
Chemical Engineering
Chemistry
Medicine
Neuroscience
",0000-0002-4949-6217,
"Zhang, Katherine S.",57195728857,5,"Engineering
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Medicine
",,
"Zhang, Mengnan",57195372162,5,"Medicine
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
",,
"Zhang, Nuyun",57208884070,5,"Computer Science
Mathematics
Engineering
",,
"Zhang, Rongzhi",57221386800,5,"Computer Science
Arts and Humanities
Social Sciences
",,
"Zhang, Rui",57193405427,5,"Energy
Environmental Science
Engineering
Materials Science
Physics and Astronomy
Chemical Engineering
Chemistry
",,
"Zhang, Sheng",57207357929,5,"Computer Science
Engineering
Mathematics
Social Sciences
Decision Sciences
",,
"Zhang, Su",57196100794,5,"Materials Science
Physics and Astronomy
Chemistry
Engineering
Energy
Mathematics
Computer Science
",,
"Zhang, Tiejun",57198705726,5,"Physics and Astronomy
Materials Science
Engineering
Chemistry
Biochemistry, Genetics and Molecular Biology
Energy
Chemical Engineering
",,
"Zhang, Yalin",8414450300,5,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",,
"Zhang, Yanzhe",57223748554,5,"Computer Science
Social Sciences
Arts and Humanities
",,
"Zhang, Yexiang",25633401200,5,"Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Materials Science
",,
"Zhang, Zihan",57214329866,5,"Engineering
Computer Science
Energy
",0000-0002-5882-055X,
"Zhang, Zijian",57219842469,5,"Biochemistry, Genetics and Molecular Biology
Materials Science
Chemistry
Physics and Astronomy
Immunology and Microbiology
Medicine
Neuroscience
",,
"Zhang, Ziqi",57221387519,5,"Biochemistry, Genetics and Molecular Biology
Medicine
Computer Science
Mathematics
Arts and Humanities
Physics and Astronomy
Agricultural and Biological Sciences
Chemistry
Neuroscience
",,
"Zhao, Charles L.",56510693900,5,"Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Chemical Engineering
Engineering
Medicine
Neuroscience
",,
"Zhao, Dan",57199971329,5,"Computer Science
Physics and Astronomy
Materials Science
Engineering
Mathematics
",,
"Zhao, Ming",58323080900,5,"Physics and Astronomy
Materials Science
Engineering
",0000-0003-2107-6795,
"Zhao, Tianhao",57218509841,5,"Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Chemistry
Medicine
Materials Science
",,
"Zhao, Wei",55574199777,5,"Engineering
",,
"Zhao, Xu",57199991472,5,"Computer Science
Engineering
",,
"Zheng, Zhiyang",57219469626,5,"Materials Science
Engineering
Medicine
Physics and Astronomy
Social Sciences
",,
"Zhou, Erkang",56450257000,5,"Materials Science
Chemistry
Energy
Chemical Engineering
Physics and Astronomy
Environmental Science
Biochemistry, Genetics and Molecular Biology
Engineering
",,
"Zhou, Hongyi",55807387000,5,"Computer Science
",,
"Zhou, Jiawei",57580641400,5,"Computer Science
Social Sciences
Engineering
Medicine
Decision Sciences
",0000-0003-2312-4359,
"Zhou, Jing",57191729652,5,"Materials Science
Chemistry
Physics and Astronomy
Energy
Chemical Engineering
Engineering
",,
"Zhou, Qi",57205344595,5,"Computer Science
",,
"Zhou, Rensheng R.",55263381300,5,"Mathematics
Engineering
Decision Sciences
",,
"Zhou, Rui",57194836790,5,"Computer Science
",,
"Zhou, Tong",57201643092,5,"Computer Science
Mathematics
Engineering
",,
"Zhu, Mengchen",36622401400,5,"Computer Science
Biochemistry, Genetics and Molecular Biology
Mathematics
Environmental Science
Agricultural and Biological Sciences
Neuroscience
Engineering
Health Professions
",,
"Zhu, Shixiang",58360338500,5,"Computer Science
Engineering
Materials Science
Mathematics
Medicine
Decision Sciences
",,
"Zhuang, Ping",36645498900,5,"Environmental Science
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Chemistry
Medicine
",,
"Zhuang, Yuchen",57220121311,5,"Computer Science
Engineering
Medicine
",,
"Zinman, Gregory",37084754000,5,"Arts and Humanities
Social Sciences
",,
"Zuerndorfer, Jay",55516074200,5,"Computer Science
Chemical Engineering
Engineering
Agricultural and Biological Sciences
Medicine
",,
"Adams, Ryan T.",35751867500,4,"Chemistry
Materials Science
Chemical Engineering
Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
",,
"Adhikari, Sameer",7102014417,4,"Computer Science
Mathematics
Engineering
",,
"Agarwal, Abhiruchi",24467271300,4,"Engineering
Materials Science
Physics and Astronomy
Chemical Engineering
Chemistry
Medicine
",,
"Agarwal, Himanshu",7005817234,4,"Materials Science
Earth and Planetary Sciences
",,
"Agrawal, Rakshita",45360899300,4,"Engineering
Computer Science
Mathematics
Chemical Engineering
",,
"Aguilar, Luis",57196568274,4,"Chemistry
Materials Science
Energy
Physics and Astronomy
",,
"Alaçam, Deniz",56724275700,4,"Mathematics
Physics and Astronomy
Environmental Science
Multidisciplinary
Engineering
Medicine
Neuroscience
",,
"Alas, Guillermo R.",36633953200,4,"Materials Science
Chemistry
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Pharmacology, Toxicology and Pharmaceutics
Engineering
",,
"Alexander, Steven Ray",7402791227,4,"Chemical Engineering
Chemistry
Environmental Science
Biochemistry, Genetics and Molecular Biology
",,
"Allchin, J. E.",6603117021,4,"Engineering
Computer Science
",,
"Allen, Joyce Palmer",47961638300,4,"Engineering
Physics and Astronomy
Materials Science
Mathematics
Computer Science
",,
"Allen, Scott D.",57199425994,4,"Materials Science
Chemistry
",,
"Allread, Ben S.",34867925700,4,"Engineering
",,
"Alperin-Sheriff, Jacob",55235004500,4,"Mathematics
Computer Science
",,
"Anandakumar, Dakshitha B.",57210935453,4,"Neuroscience
Engineering
Physics and Astronomy
Materials Science
Chemical Engineering
Mathematics
Chemistry
",,
"Ananthanarayanan, R.",57195873766,4,"Computer Science
Engineering
Mathematics
",,
"Anderson, Michael J.",56714405400,4,"Energy
Engineering
Earth and Planetary Sciences
",,
"Antoniadou, Elena",15831236900,4,"Economics, Econometrics and Finance
Environmental Science
Mathematics
Computer Science
Decision Sciences
",,
"Aprahamian, Nazar S.",16036543800,4,"Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
",,
"Arata, John",42660999600,4,"Engineering
Environmental Science
Energy
",,
"Arnold, Cody",57222275206,4,"Earth and Planetary Sciences
Engineering
Physics and Astronomy
Environmental Science
Biochemistry, Genetics and Molecular Biology
Chemistry
Medicine
Computer Science
",,
"Arnott, Robert C.",16045823800,4,"Chemistry
Materials Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
",,
"Ashmore, Calvin",25654568600,4,"Computer Science
Engineering
Arts and Humanities
",,
"Ashok, Shreyas G.",57822695800,4,"Engineering
Physics and Astronomy
Energy
Materials Science
Chemistry
",,
"Askren, Carl C.",6507395060,4,"Medicine
Neuroscience
",,
"Assoa, Adou Sangbone",57222956287,4,"Engineering
Computer Science
Physics and Astronomy
Materials Science
",,
"Astore, Courtney",57222333318,4,"Chemistry
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Agricultural and Biological Sciences
Medicine
Computer Science
",,
"Atrash, Amin",58557994600,4,"Engineering
Computer Science
Mathematics
Biochemistry, Genetics and Molecular Biology
",,
"Au, Samantha K.",56414378700,4,"Chemistry
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
",,
"Austin, Robert B.",57061788900,4,"Engineering
Business, Management and Accounting
Decision Sciences
",,
"Awad, Elias S.",8743565700,4,"Biochemistry, Genetics and Molecular Biology
Engineering
Chemistry
",,
"Bachman, Haylee N.",57032297700,4,"Engineering
Physics and Astronomy
Materials Science
Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Badarish, Colathur Arvind",56879117800,4,"Computer Science
Engineering
",,
"Badertscher, Jeff",12804456000,4,"Engineering
Physics and Astronomy
Computer Science
Environmental Science
",,
"Bahamondes, Bastián",57196403853,4,"Mathematics
Computer Science
Business, Management and Accounting
Economics, Econometrics and Finance
Engineering
Decision Sciences
",,
"Bai, Bin",57222133140,4,"Earth and Planetary Sciences
Environmental Science
Chemistry
Medicine
",0000-0002-6979-7412,
"Bai, T.",36726436000,4,"Energy
Chemical Engineering
Chemistry
Physics and Astronomy
Engineering
Earth and Planetary Sciences
",,
"Baiter, Helmut F.",57192291892,4,"Engineering
Earth and Planetary Sciences
",,
"Balakrishnan, Karthik",57224601370,4,"Computer Science
Engineering
Materials Science
",,
"Ban, Seunghyeb",57981905600,4,"Engineering
Materials Science
Computer Science
Biochemistry, Genetics and Molecular Biology
Chemistry
Medicine
Physics and Astronomy
",,
"Banerjee, Abhishek",57225983063,4,"Mathematics
Computer Science
",,
"Barbeite, Francisco G.",6507398790,4,"Psychology
Decision Sciences
Computer Science
",,
"Barch, Lynn A.",6505844752,4,"Materials Science
Engineering
Chemical Engineering
",,
"Barker, Shannon D.",55423852100,4,"Medicine
Biochemistry, Genetics and Molecular Biology
Health Professions
",,
"Barlow, Brett M.",57219944881,4,"Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
Immunology and Microbiology
",,
"Barnes, R.",57940802500,4,"Chemistry
Biochemistry, Genetics and Molecular Biology
Medicine
Environmental Science
",,
"Barry, Zachary T.",57224256588,4,"Biochemistry, Genetics and Molecular Biology
",,
"Bartling, Karsten",8720846600,4,"Physics and Astronomy
Materials Science
Chemistry
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Engineering
",,
"Bartoszek, John",6602584721,4,"Engineering
",,
"Battaglino, Casey",55317341700,4,"Computer Science
Mathematics
",,
"Baubaid, Ahmad",57202515837,4,"Engineering
Computer Science
Social Sciences
Physics and Astronomy
Mathematics
",0000-0002-9858-9671,
"Bauer, David",57213052318,4,"Computer Science
",,
"Baynham, Grant",6507027917,4,"Engineering
",,
"Beatty, Brian R.",55242036600,4,"Materials Science
Physics and Astronomy
Chemistry
Engineering
",,
"Beedie, Seumas M.",57221817178,4,"Energy
Engineering
",,
"Bellavia, Michael C.",57074602500,4,"Materials Science
Engineering
Medicine
Immunology and Microbiology
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
",,
"Belli, Keaton M.",56559968500,4,"Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
Chemistry
Medicine
",,
"Benham, Kevin",56376555200,4,"Chemistry
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Multidisciplinary
",,
"Benkeser, Daniel J.",57210996994,4,"Materials Science
Engineering
Energy
Chemical Engineering
Chemistry
",,
"Bergmann, Diane L.",57195377483,4,"Chemistry
Chemical Engineering
Engineering
",,
"Berlind, Christopher",57225264370,4,"Computer Science
Mathematics
Engineering
Social Sciences
",,
"Bernal, Marcelo",56926231600,4,"Computer Science
Engineering
Social Sciences
Arts and Humanities
",,
"Bernard, Fabrice C.",57208392880,4,"Materials Science
Biochemistry, Genetics and Molecular Biology
Engineering
Physics and Astronomy
Chemical Engineering
Medicine
",,
"Beskid, Nicholas M.",57208655508,4,"Materials Science
Biochemistry, Genetics and Molecular Biology
Engineering
",,
"Bessho, Naoki",36784646700,4,"Energy
Chemical Engineering
Chemistry
Engineering
Physics and Astronomy
",,
"Bettandorff, J. M.",7801468836,4,"Environmental Science
Engineering
Immunology and Microbiology
Earth and Planetary Sciences
",,
"Beveridge, Elizabeth H.",57219867540,4,"Medicine
Psychology
Arts and Humanities
Social Sciences
Multidisciplinary
Neuroscience
",,
"Bhanpato, Jirat",57221851101,4,"Engineering
Energy
",,
"Bhati, Shruti",55537791100,4,"Mathematics
Engineering
Computer Science
",,
"Bheda, Rishiraj A.",51663213600,4,"Computer Science
Mathematics
Environmental Science
Social Sciences
",,
"Bier, Laura",6602372007,4,"Social Sciences
Arts and Humanities
Psychology
",,
"Bifarin, Olatomiwa O.",57113639500,4,"Medicine
Biochemistry, Genetics and Molecular Biology
Chemistry
Multidisciplinary
",,
"Birmaher, Shai",16644915600,4,"Engineering
Energy
Earth and Planetary Sciences
",,
"Birnbaum, Lacey A.",57226549089,4,"Materials Science
Pharmacology, Toxicology and Pharmaceutics
Medicine
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Engineering
Chemistry
",,
"Black, Eizie D.",35611236900,4,"Materials Science
Chemistry
Engineering
Energy
",,
"Blackburn, Travis Lee",23984047100,4,"Engineering
Physics and Astronomy
Materials Science
",,
"Blackburn, William H.",35486727100,4,"Biochemistry, Genetics and Molecular Biology
Materials Science
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
Engineering
Chemistry
Medicine
",,
